ID,Short label,Label,County Name,Population,2020-03-04,2020-03-05,2020-03-06,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19
115,DAW,Dawson,Dawson,13592,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.05 ,1.05 ,3.15 ,3.15 ,3.15 ,3.15 ,3.15 ,2.10 ,2.10 ,2.10 ,2.10 ,2.10 ,2.10 ,3.15 ,3.15 ,5.26 ,3.15 ,3.15 ,3.15 ,7.36 ,6.31 ,6.31 ,5.26 ,6.31 ,6.31 ,10.51 ,6.31 ,6.31 ,9.46 ,8.41 ,7.36 ,7.36 ,6.31 ,6.31 ,8.41 ,5.26 ,5.26 ,8.41 ,9.46 ,6.31 ,6.31 ,4.20 ,4.20 ,4.20 ,1.05 ,2.10 ,2.10 ,6.31 ,8.41 ,8.41 ,8.41 ,8.41 ,7.36 ,7.36 ,3.15 ,1.05 ,1.05 ,1.05 ,2.10 ,1.05 ,1.05 ,2.10 ,3.15 ,3.15 ,3.15 ,2.10 ,3.15 ,5.26 ,4.20 ,3.15 ,3.15 ,3.15 ,3.15 ,2.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,7.36 ,7.36,14.71 ,14.71 ,26.28 ,26.28 ,26.28 ,18.92 ,18.92 ,16.82 ,16.82 ,13.66 ,13.66 ,13.66 ,23.12 ,25.22 ,24.17 ,31.53 ,24.17 ,24.17 
117,DES,Deaf Smith,Deaf Smith,18143,,,,,,,,,,,,,,,0.79 ,0.79 ,0.79 ,1.57 ,1.57 ,1.57 ,1.57 ,0.79 ,0.79 ,0.79 ,0.00 ,0.00 ,0.00 ,0.79 ,2.36 ,2.36 ,3.94 ,3.94 ,3.94 ,3.94 ,3.15 ,1.57 ,1.57 ,0.79 ,3.15 ,3.15 ,3.15 ,3.15 ,3.15 ,3.94 ,3.15 ,2.36 ,2.36 ,4.72 ,7.87 ,7.87 ,7.09 ,10.24 ,9.45 ,9.45 ,11.02 ,7.87 ,10.24 ,11.02 ,9.45 ,9.45 ,11.81 ,7.87 ,11.81 ,9.45 ,18.90 ,17.32 ,22.83 ,40.16 ,40.94 ,57.48 ,58.27 ,49.61 ,49.61 ,51.97 ,37.01 ,37.79 ,26.77 ,29.13 ,27.56 ,27.56 ,18.11 ,14.96 ,15.75 ,7.09 ,5.51 ,5.51 ,5.51 ,5.51 ,6.30 ,3.94 ,9.45 ,9.45 ,9.45 ,9.45 ,15.75 ,18.90 ,20.47 ,22.83 ,28.35 ,28.35 ,28.35 ,30.71 ,25.98 ,26.77 ,23.62 ,16.54 ,16.54 ,23.62 ,25.20 ,30.71 ,33.07 ,40.16 ,42.52 ,42.52 ,35.43 ,29.92 ,33.86,44.09 ,41.73 ,53.54 ,53.54 ,53.54 ,62.20 ,61.42 ,60.63 ,51.97 ,42.52 ,42.52 ,42.52 ,30.71 ,32.28 ,23.62 ,22.83 ,23.62 ,23.62 
119,DEL,Delta,Delta,5367,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.66 ,2.66 ,2.66 ,2.66 ,2.66 ,2.66 ,2.66 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.66 ,2.66 ,2.66 ,2.66 ,2.66 ,2.66 ,2.66 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.66 ,2.66 ,5.32 ,5.32 ,5.32 ,5.32 ,5.32 ,5.32 ,5.32 ,2.66 ,2.66 ,2.66 ,5.32 ,5.32 ,2.66,5.32 ,5.32 ,5.32 ,5.32 ,2.66 ,2.66 ,2.66 ,0.00 ,0.00 ,0.00 ,2.66 ,2.66 ,5.32 ,5.32 ,5.32 ,5.32 ,5.32 ,5.32 
121,DEN,Denton,Denton,897953,,,,,,,,,,,,,,,0.18 ,0.19 ,0.19 ,0.46 ,0.41 ,1.05 ,1.23 ,2.00 ,2.16 ,2.43 ,2.56 ,2.80 ,2.56 ,2.72 ,2.16 ,2.23 ,2.21 ,2.32 ,2.55 ,2.66 ,2.74 ,2.88 ,2.96 ,2.83 ,2.70 ,2.47 ,2.37 ,2.20 ,2.08 ,1.88 ,1.77 ,1.45 ,1.56 ,1.54 ,1.54 ,1.51 ,1.75 ,1.91 ,2.02 ,1.89 ,1.65 ,1.65 ,1.69 ,1.54 ,1.43 ,1.29 ,1.50 ,1.56 ,1.70 ,1.85 ,1.83 ,1.89 ,2.23 ,2.16 ,2.28 ,2.29 ,2.20 ,2.18 ,2.34 ,2.26 ,2.35 ,2.74 ,2.74 ,2.63 ,2.56 ,2.47 ,2.31 ,2.21 ,1.97 ,2.07 ,1.97 ,2.31 ,2.37 ,2.63 ,2.56 ,2.39 ,2.16 ,2.20 ,2.05 ,2.02 ,2.00 ,2.28 ,2.61 ,2.83 ,3.50 ,3.71 ,3.75 ,3.95 ,4.03 ,4.68 ,5.54 ,5.84 ,6.27 ,6.79 ,7.11 ,7.80 ,8.34 ,8.18 ,8.38 ,8.23 ,8.07 ,8.29 ,8.64,8.50 ,8.56 ,9.59 ,10.33 ,10.63 ,10.55 ,9.77 ,10.04 ,10.58 ,9.96 ,10.47 ,11.31 ,12.08 ,13.63 ,14.08 ,14.45 ,15.19 ,15.11 
123,DEW,Dewitt,DeWitt,21737,,,,,,,,,,,,,,,0.66 ,0.66 ,0.66 ,0.66 ,0.66 ,0.66 ,1.31 ,1.31 ,1.31 ,1.31 ,1.31 ,1.97 ,1.31 ,1.97 ,1.97 ,2.63 ,2.63 ,2.63 ,1.97 ,2.63 ,1.31 ,1.97 ,1.31 ,1.31 ,1.97 ,1.97 ,1.31 ,1.31 ,2.63 ,2.63 ,2.63 ,2.63 ,2.63 ,2.63 ,2.63 ,1.31 ,1.31 ,1.31 ,0.66 ,0.66 ,0.66 ,0.66 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.31 ,1.31 ,1.31 ,1.31 ,1.31 ,1.31 ,1.31 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.66 ,0.66 ,0.66 ,0.66 ,3.94 ,4.60 ,5.26 ,5.26 ,6.57 ,6.57 ,6.57 ,5.26 ,4.60 ,6.57 ,5.91 ,5.91 ,5.91 ,5.91 ,7.23 ,7.23 ,5.26 ,7.89 ,12.49 ,12.49 ,12.49 ,9.20 ,18.40,17.74 ,32.20 ,26.29 ,26.29 ,26.29 ,35.49 ,26.29 ,40.09 ,23.00 ,41.40 ,41.40 ,41.40 ,51.26 ,51.26 ,37.46 ,98.58 ,96.61 ,96.61 
125,DIC,Dickens,Dickens,2174,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.57 ,6.57 ,6.57 ,13.14 ,13.14 ,6.57 ,6.57 ,0.00 ,0.00 ,0.00 ,(6.57),(6.57),0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.57 ,6.57 ,6.57 ,6.57 ,6.57 ,6.57 ,6.57 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,13.14 ,13.14 ,13.14 ,13.14 
127,DIM,Dimmit,Dimmit,11743,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.22 ,1.22 ,1.22 ,1.22 ,1.22 ,1.22 ,1.22 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.43 ,2.43 ,2.43 ,2.43 ,2.43 ,2.43 ,4.87 ,7.30 ,9.73 ,9.73 ,9.73 ,12.17 ,12.17,9.73 ,4.87 ,2.43 ,2.43 ,2.43 ,6.08 ,6.08 ,14.60 ,20.68 ,21.90 ,30.41 ,30.41 ,24.33 ,25.55 ,18.25 ,23.11 ,29.20 ,21.90 
129,DON,Donley,Donley,3410,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.19 ,20.95 ,20.95 ,29.33 ,29.33 ,29.33 ,54.46 ,54.46 ,67.03 ,75.41 ,62.84 ,62.84 ,62.84 ,37.70 ,37.70 ,8.38 ,0.00 ,4.19 ,4.19 ,8.38 ,8.38 ,4.19 ,4.19 ,4.19 ,4.19 ,4.19 ,0.00 ,0.00 ,0.00 ,0.00 ,4.19 ,4.19 ,4.19 ,4.19 ,4.19 ,4.19 ,4.19 ,0.00 ,4.19 ,4.19 ,0.00 ,0.00 ,0.00 ,4.19 ,0.00 ,(4.19),0.00 ,8.38 ,4.19 ,4.19 ,0.00 ,4.19 ,4.19 ,0.00 ,(4.19),0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.19 ,4.19 ,4.19 ,4.19 ,4.19 ,4.19 ,4.19 ,0.00 ,4.19 ,4.19 ,4.19 ,4.19 ,4.19 ,0.00 ,0.00 ,(4.19),(4.19),(4.19),(4.19),(4.19),0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.19 ,4.19 ,4.19 ,4.19 ,20.95 ,20.95 ,20.95 ,20.95 ,20.95 ,25.14 ,25.14 ,12.57 ,12.57 
131,DUV,Duval,Duval,11796,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.21 ,1.21 ,1.21 ,1.21 ,1.21 ,1.21 ,1.21 ,0.00 ,0.00 ,0.00 ,0.00 ,1.21 ,1.21 ,1.21 ,1.21 ,1.21 ,1.21 ,1.21 ,1.21 ,1.21 ,1.21 ,1.21 ,1.21 ,1.21 ,1.21 ,2.42 ,2.42 ,2.42 ,2.42 ,2.42 ,2.42 ,2.42 ,0.00 ,0.00 ,0.00 ,0.00 ,1.21 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,(1.21),0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.21 ,2.42 ,3.63 ,4.84 ,6.06 ,12.11 ,18.17 ,42.39 ,52.08,55.71 ,54.50 ,55.71 ,50.86 ,50.86 ,29.07 ,20.59 ,19.38 ,24.22 ,23.01 ,27.85 ,25.43 ,29.07 ,26.64 ,29.07 ,27.85 ,26.64 ,30.28 
133,EAS,Eastland,Eastland,18205,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,1.57 ,1.57 ,1.57 ,1.57 ,2.35 ,2.35 ,2.35 ,0.78 ,0.78 ,0.78 ,0.78 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.78 ,0.78 ,1.57 ,1.57 ,1.57 ,1.57 ,1.57 ,0.78 ,0.78 ,0.00 ,0.00 ,0.00 ,0.00 ,0.78 ,0.78 ,0.78 ,0.78 ,0.78 ,0.78 ,0.78 ,0.78 ,0.78 ,0.78 ,0.78 ,0.78 ,0.78 ,0.78 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.78 ,0.78 ,0.78 ,1.57 ,1.57 ,1.57 ,2.35 ,1.57,1.57 ,2.35 ,1.57 ,1.57 ,1.57 ,0.78 ,2.35 ,5.49 ,4.71 ,7.06 ,7.06 ,7.06 ,7.06 ,5.49 ,3.14 ,4.71 ,7.06 ,7.06 
135,ECT,Ector,Ector,184841,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.08 ,0.23 ,0.54 ,0.85 ,0.93 ,1.16 ,1.70 ,1.62 ,1.78 ,1.78 ,1.47 ,1.70 ,1.85 ,1.39 ,1.47 ,1.31 ,1.16 ,1.24 ,1.08 ,1.24 ,1.39 ,1.31 ,1.16 ,1.16 ,1.16 ,1.08 ,0.93 ,0.70 ,0.70 ,0.93 ,1.24 ,1.31 ,1.47 ,0.85 ,0.85 ,1.08 ,0.62 ,0.62 ,0.54 ,0.70 ,1.24 ,1.31 ,1.08 ,1.62 ,1.24 ,1.16 ,0.93 ,0.70 ,1.08 ,1.47 ,1.16 ,1.16 ,1.85 ,2.16 ,2.40 ,2.09 ,2.32 ,2.47 ,2.78 ,2.16 ,1.70 ,1.39 ,1.39 ,0.77 ,0.62 ,0.77 ,1.16 ,1.78 ,2.55 ,2.55 ,2.55 ,2.55 ,3.48 ,3.63 ,3.56 ,3.25 ,3.94 ,3.94 ,3.94 ,4.17 ,4.71 ,5.26 ,5.64 ,6.72 ,6.72 ,6.72 ,7.65 ,9.35 ,11.21 ,13.91 ,13.99 ,13.99 ,13.99 ,15.38 ,12.52,18.24 ,18.39 ,16.38 ,16.38 ,16.38 ,29.99 ,29.99 ,33.62 ,29.91 ,39.96 ,39.96 ,39.96 ,32.77 ,32.77 ,31.38 ,31.38 ,26.28 ,26.28 
137,EDW,Edwards,Edwards,1991,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,14.35 ,14.35 ,14.35 ,14.35 ,14.35 ,14.35 ,14.35,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,14.35 ,57.40 ,57.40 ,57.40 ,57.40 ,64.58 ,78.93 ,64.58 ,28.70 
141,ELP,El Paso,Ellis,177721,,,,,,,,,,,,,,,0.16 ,0.24 ,0.24 ,0.40 ,0.48 ,0.48 ,0.64 ,0.88 ,0.80 ,0.96 ,0.88 ,1.13 ,1.61 ,1.37 ,1.29 ,1.29 ,1.13 ,1.53 ,1.69 ,1.93 ,2.49 ,2.97 ,2.97 ,2.97 ,2.97 ,2.81 ,2.49 ,1.93 ,1.37 ,1.37 ,1.93 ,2.25 ,2.73 ,2.41 ,3.13 ,3.54 ,3.54 ,3.46 ,2.65 ,2.65 ,2.97 ,2.17 ,3.13 ,3.13 ,2.89 ,3.46 ,3.30 ,3.22 ,3.62 ,2.89 ,2.89 ,3.38 ,3.22 ,2.97 ,3.86 ,3.86 ,3.62 ,3.62 ,2.89 ,3.38 ,3.46 ,2.41 ,2.49 ,2.01 ,2.01 ,2.01 ,2.49 ,2.09 ,3.13 ,2.97 ,3.62 ,3.62 ,3.62 ,2.89 ,3.38 ,2.65 ,4.18 ,3.78 ,3.78 ,3.78 ,5.95 ,6.91 ,7.31 ,6.11 ,6.75 ,6.75 ,6.75 ,4.74 ,4.18 ,4.90 ,5.87 ,4.98 ,4.98 ,4.98 ,6.51 ,17.20 ,15.59 ,13.99 ,16.16 ,16.16 ,16.16 ,22.59 ,14.31,17.44 ,23.63 ,26.93 ,26.93 ,26.93 ,29.10 ,39.31 ,42.04 ,40.75 ,37.30 ,37.30 ,37.30 ,43.97 ,36.98 ,33.20 ,37.94 ,37.14 ,37.14 
139,ELI,Ellis,El Paso,876120,,,,,,,,,,,,,,,0.10 ,0.08 ,0.08 ,0.07 ,0.13 ,0.29 ,0.29 ,0.41 ,0.47 ,0.55 ,0.64 ,0.64 ,0.77 ,0.93 ,1.06 ,1.16 ,1.22 ,1.29 ,1.68 ,2.02 ,2.40 ,2.54 ,2.66 ,2.89 ,2.85 ,3.15 ,3.28 ,3.69 ,3.75 ,3.85 ,3.90 ,3.91 ,3.93 ,4.11 ,3.64 ,3.65 ,4.48 ,4.42 ,4.71 ,4.40 ,3.95 ,4.08 ,4.16 ,3.36 ,3.20 ,3.26 ,3.64 ,3.78 ,4.34 ,5.14 ,5.48 ,5.58 ,5.20 ,5.43 ,5.50 ,6.80 ,6.18 ,6.59 ,7.04 ,8.22 ,8.43 ,9.62 ,9.02 ,9.95 ,10.01 ,9.85 ,8.82 ,8.66 ,8.53 ,7.55 ,7.16 ,6.91 ,6.82 ,7.17 ,6.70 ,8.15 ,9.62 ,9.69 ,9.98 ,9.49 ,11.07 ,11.58 ,9.47 ,7.86 ,8.09 ,7.47 ,8.72 ,7.11 ,6.80 ,7.14 ,7.88 ,8.90 ,10.66 ,10.47 ,11.89 ,13.21 ,14.61 ,16.94 ,16.14 ,18.36 ,19.44 ,20.40 ,21.44,22.91 ,23.61 ,26.46 ,21.83 ,27.98 ,27.95 ,31.16 ,32.55 ,33.93 ,34.99 ,41.69 ,36.77 ,37.68 ,36.90 ,36.74 ,34.19 ,33.15 ,33.64 
143,ERA,Erath,Erath,41526,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.34 ,0.34 ,0.34 ,0.34 ,0.34 ,0.34 ,0.34 ,0.00 ,0.34 ,0.34 ,0.69 ,2.06 ,2.06 ,2.06 ,2.41 ,2.41 ,2.75 ,2.41 ,1.72 ,1.72 ,1.72 ,1.38 ,1.03 ,0.69 ,0.69 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.34 ,1.03 ,0.69 ,0.69 ,0.69 ,0.69 ,0.69 ,0.34 ,0.00 ,0.34 ,0.34 ,0.34 ,0.34 ,0.34 ,0.34 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.34 ,0.34 ,0.34 ,0.34 ,0.69 ,0.69 ,0.69 ,0.34 ,0.34 ,0.34 ,3.10 ,3.10 ,3.10 ,3.10 ,4.13 ,4.13 ,4.47 ,2.41 ,3.44 ,3.44 ,3.44 ,2.75 ,4.13 ,4.47 ,4.13 ,2.75 ,2.75 ,2.75 ,2.41 ,9.63 ,8.94 ,8.60 ,8.60 ,8.60 ,8.60 ,14.79 ,7.91,11.70 ,22.02 ,26.49 ,26.49 ,26.49 ,25.11 ,32.34 ,33.37 ,25.46 ,24.08 ,24.08 ,24.08 ,26.15 ,24.43 ,22.71 ,23.05 ,24.08 ,24.08 
145,FAL,Falls,Falls,16603,,,,,,,,,,,,,,,0.00 ,0.00 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.86 ,1.72 ,1.72 ,2.58 ,2.58 ,2.58 ,2.58 ,1.72 ,0.86 ,2.58 ,1.72 ,1.72 ,1.72 ,1.72 ,1.72 ,1.72 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.86 ,0.86 ,0.86 ,2.58 ,2.58 ,3.44 ,4.30 ,3.44 ,3.44 ,3.44 ,3.44 ,3.44 ,3.44 ,2.58 ,2.58 ,5.16 ,5.16 ,4.30 ,5.16 ,6.02 ,6.88 ,6.88 ,4.30 ,5.16 ,6.02 ,5.16 ,3.44 ,2.58 ,2.58 ,3.44 ,4.30 ,3.44 ,5.16,5.16 ,5.16 ,7.74 ,6.88 ,6.02 ,5.16 ,11.19 ,12.91 ,16.35 ,18.93 ,18.93 ,18.07 ,18.93 ,11.19 ,12.05 ,13.77 ,8.60 ,10.33 
147,FAN,Fannin,Fannin,34597,,,,,,,,,,,,,,,0.41 ,0.41 ,0.41 ,0.41 ,0.41 ,0.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.41 ,0.41 ,0.41 ,0.41 ,0.41 ,1.24 ,1.24 ,1.24 ,1.24 ,1.24 ,1.24 ,1.24 ,0.41 ,0.41 ,0.00 ,0.83 ,0.83 ,1.24 ,1.65 ,2.89 ,3.30 ,3.30 ,3.30 ,3.30 ,3.30 ,3.30 ,2.48 ,2.06 ,2.06 ,1.65 ,1.65 ,1.65 ,1.24 ,1.65 ,2.06 ,2.06 ,1.65 ,1.65 ,1.24 ,1.24 ,0.83 ,0.41 ,0.41 ,0.83 ,0.83 ,0.83 ,1.65 ,1.65 ,2.06 ,4.13 ,3.72 ,3.72 ,3.72 ,4.13 ,3.72 ,3.30 ,1.65 ,2.89 ,2.89 ,2.89 ,1.24 ,1.65 ,1.65 ,1.65 ,0.83 ,0.83 ,0.83 ,3.72 ,3.72 ,4.13 ,4.13 ,4.54 ,4.54 ,4.54 ,2.48 ,3.72 ,5.78 ,5.37 ,4.54 ,4.54 ,4.54 ,4.96 ,9.50 ,7.02 ,7.02 ,7.02 ,7.02 ,7.02 ,8.67 ,3.72,5.78 ,11.15 ,12.39 ,12.39 ,12.39 ,14.04 ,12.80 ,14.04 ,10.74 ,10.32 ,10.32 ,10.32 ,9.50 ,11.56 ,9.50 ,12.39 ,11.56 ,11.56 
