ID,Short label,Label,County Name,Population,2020-03-04,2020-03-05,2020-03-06,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19
001,AND,Anderson,Anderson,58199,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.25 ,0.25 ,0.25 ,0.25 ,0.25 ,0.25 ,0.25 ,0.00 ,0.25 ,0.25 ,0.49 ,0.49 ,0.49 ,0.49 ,0.74 ,0.98 ,0.98 ,0.74 ,1.23 ,1.23 ,1.72 ,2.45 ,1.96 ,2.45 ,2.45 ,2.45 ,2.70 ,3.19 ,2.21 ,3.68 ,3.44 ,3.93 ,3.44 ,3.19 ,2.70 ,3.68 ,2.70 ,2.70 ,2.21 ,2.21 ,2.21 ,3.93 ,2.95 ,2.70 ,2.70 ,3.19 ,3.19 ,3.19 ,2.45 ,2.70 ,2.95 ,2.95 ,2.95 ,2.95 ,2.95 ,1.47 ,1.23 ,0.74 ,1.96 ,1.47 ,1.47 ,1.47 ,2.45 ,2.95 ,4.66 ,3.68 ,3.19 ,3.19 ,3.19 ,3.68 ,3.19 ,2.45 ,1.96 ,4.17 ,4.17 ,4.17 ,220.43 ,220.67 ,222.88 ,223.86 ,221.90 ,221.90 ,221.90 ,4.91 ,5.65 ,2.70 ,2.45 ,2.70 ,2.45 ,2.45 ,5.65,6.63,12.03 ,13.50 ,13.01 ,16.20 ,16.20 ,18.66 ,27.49 ,115.37 ,169.12 ,178.21 ,175.26 ,198.33 ,198.58 ,194.41 ,103.83 ,59.40 ,54.25 ,54.25 
003,ANR,Andrews,Andrews,22269,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.64 ,3.85 ,3.85 ,6.42 ,6.42 ,6.42 ,7.06 ,6.42 ,3.21 ,3.85 ,1.92 ,1.92 ,5.77 ,5.13 ,5.13 ,5.13 ,4.49 ,3.85 ,3.85 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.64 ,0.64 ,1.28 ,1.28 ,1.28 ,1.28 ,1.28 ,0.64 ,0.64 ,0.00 ,0.00 ,0.64 ,0.64 ,0.64 ,0.64 ,0.64 ,0.64 ,0.64 ,0.00 ,0.00 ,0.00 ,0.64 ,0.64 ,1.28 ,3.21 ,3.21 ,3.21 ,3.21 ,2.57 ,2.57 ,1.92 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.64 ,0.64 ,0.64 ,1.92 ,1.92 ,3.85 ,5.13 ,8.98 ,10.26 ,10.26 ,8.98 ,10.26 ,11.55 ,13.47 ,13.47 ,18.60 ,18.60 ,19.89 ,23.09,24.38 ,21.81 ,22.45 ,19.25 ,19.25 ,17.96 ,24.38 ,27.58 ,26.94 ,36.57 ,42.34 ,42.34 ,42.98 ,34.64 ,28.23 ,31.43 ,20.53 ,12.83 
005,ANG,Angelina,Angelina,90437,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.16 ,0.16 ,0.16 ,0.47 ,0.47 ,0.63 ,0.79 ,0.63 ,1.11 ,1.42 ,1.11 ,1.74 ,1.58 ,1.42 ,1.58 ,1.26 ,0.95 ,0.95 ,0.32 ,0.47 ,0.47 ,0.79 ,1.11 ,1.11 ,1.11 ,1.11 ,1.58 ,2.05 ,1.74 ,1.58 ,2.05 ,2.05 ,2.05 ,3.00 ,3.00 ,3.48 ,3.32 ,3.00 ,3.00 ,3.00 ,5.21 ,5.84 ,6.32 ,7.27 ,7.11 ,7.11 ,7.11 ,6.00 ,4.90 ,4.11 ,4.90 ,6.16 ,6.16 ,6.16 ,5.84 ,5.84 ,7.74 ,6.48 ,5.69 ,5.69 ,5.69 ,3.32 ,6.16 ,5.21 ,4.90 ,4.74 ,4.74 ,4.74 ,6.32 ,6.16 ,4.90 ,4.58 ,5.05 ,5.05 ,5.05 ,3.48 ,7.74 ,7.74 ,12.16 ,11.37 ,11.37 ,11.37 ,14.85 ,11.22 ,11.22 ,9.00 ,11.22 ,11.22 ,11.22 ,13.27 ,11.69 ,14.69 ,15.48 ,13.27 ,13.27 ,13.27 ,9.64 ,12.80,11.69 ,12.16 ,12.16 ,12.16 ,12.16 ,21.17 ,16.27 ,19.90 ,22.43 ,31.91 ,31.91 ,31.91 ,35.38 ,35.38 ,46.60 ,50.07 ,40.60 ,40.60 
007,ARA,Aransas,Aransas,27699,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.52 ,0.52 ,0.52 ,1.03 ,1.03 ,1.03 ,1.03 ,0.52 ,0.52 ,0.52 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.52 ,0.52 ,0.52 ,0.52 ,0.52 ,0.52 ,1.03 ,1.03 ,1.03 ,1.03 ,1.03 ,1.03 ,1.03 ,0.52 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.52 ,0.52 ,0.52 ,0.52 ,1.03 ,1.03 ,1.03 ,0.52 ,0.52 ,0.52 ,0.52 ,1.55 ,1.55 ,1.55 ,2.58 ,4.64 ,5.16 ,6.70 ,6.70 ,7.22,9.28 ,9.80 ,9.28 ,9.28 ,11.86 ,10.83 ,11.35 ,10.83 ,9.80 ,8.25 ,10.31 ,6.70 ,6.70 ,9.80 ,13.41 ,15.99 ,18.05 ,18.57 
009,ARC,Archer,Archer,8344,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.71 ,1.71 ,1.71 ,1.71 ,1.71 ,1.71 ,1.71 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.71 ,1.71 ,1.71 ,1.71 ,3.42 ,3.42 ,3.42 ,1.71 ,1.71 ,1.71 ,1.71 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.71 ,3.42 ,3.42 ,3.42 ,5.14 ,5.14 ,5.14 ,5.14 ,3.42,5.14 ,5.14 ,3.42 ,3.42 ,3.42 ,5.14 ,6.85 ,5.14 ,3.42 ,3.42 ,3.42 ,3.42 ,3.42 ,1.71 ,1.71 ,3.42 ,3.42 ,3.42 
011,ARS,Armstrong,Armstrong,1948,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,7.33 ,7.33 ,7.33 ,7.33 ,7.33 ,7.33 ,7.33 ,0.00 ,0.00 ,0.00 ,0.00 ,7.33 ,7.33 ,7.33 ,7.33 ,7.33 ,7.33 ,7.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,7.33 ,7.33 ,7.33 ,7.33 ,7.33 ,7.33 ,7.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,(7.33),(7.33),(7.33),(7.33),(7.33),0.00 ,0.00 ,7.33 ,7.33 ,7.33 ,7.33 ,7.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
013,ATA,Atascosa,Atascosa,51831,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.55 ,0.55 ,0.55 ,0.55 ,0.55 ,0.55 ,0.55 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.28 ,0.55 ,0.83 ,0.83 ,1.38 ,1.65 ,1.93 ,1.65 ,1.38 ,1.10 ,1.10 ,0.55 ,0.55 ,0.28 ,0.83 ,1.38 ,1.38 ,1.38 ,1.38 ,1.10 ,1.10 ,0.55 ,0.55 ,0.55 ,1.38 ,1.38 ,1.38 ,1.38 ,1.38 ,0.83 ,1.38 ,0.83 ,0.83 ,0.83 ,0.83 ,1.38 ,2.20 ,1.65 ,1.38 ,2.20 ,2.20 ,2.20 ,1.65 ,1.38 ,1.38 ,2.20 ,1.38 ,1.38 ,1.38 ,1.38 ,0.83 ,0.83 ,0.00 ,0.00 ,0.00 ,0.55 ,0.55 ,0.55 ,0.55 ,0.83 ,1.65 ,1.65 ,1.38 ,1.38 ,1.38 ,2.20 ,1.38 ,0.55 ,0.28 ,0.00 ,0.00 ,0.00 ,(0.83),0.55 ,5.24 ,7.44 ,7.72 ,7.72 ,10.20 ,11.58 ,11.58 ,6.34 ,4.96 ,5.51 ,5.51 ,7.44 ,6.61,7.99 ,8.54 ,13.23 ,12.40 ,12.40 ,11.58 ,12.13 ,19.84 ,22.33 ,19.84 ,38.59 ,38.59 ,35.00 ,37.76 ,28.66 ,28.39 ,40.79 ,22.05 
015,AUS,Austin,Austin,30402,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.47 ,0.47 ,0.47 ,0.47 ,0.94 ,0.94 ,0.94 ,0.47 ,1.41 ,1.41 ,1.41 ,1.41 ,1.41 ,1.88 ,2.35 ,1.41 ,1.88 ,1.88 ,2.35 ,2.82 ,2.82 ,2.35 ,2.35 ,1.88 ,1.88 ,0.94 ,0.47 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.47 ,0.47 ,0.47 ,0.47 ,0.47 ,0.47 ,0.47 ,0.47 ,0.47 ,0.47 ,0.94 ,0.94 ,0.94 ,0.94 ,0.47 ,0.94 ,1.41 ,1.88 ,1.88 ,1.88 ,2.35 ,2.35 ,2.35 ,1.88 ,0.94 ,1.41 ,1.41 ,0.94 ,1.88 ,1.41 ,1.88 ,1.88 ,1.88 ,2.35 ,2.35 ,1.41 ,1.41 ,1.88 ,1.88 ,1.41 ,0.94 ,2.35 ,1.88 ,1.88 ,1.88 ,2.35 ,2.35 ,2.35 ,1.88 ,2.82 ,5.17 ,4.23 ,4.23 ,5.17 ,6.58 ,9.40 ,9.40 ,7.05 ,8.46 ,8.46 ,10.34 ,9.87 ,7.05 ,7.05,7.52 ,7.99 ,9.40 ,6.58 ,10.81 ,13.63 ,15.51 ,20.68 ,22.09 ,22.09 ,23.02 ,19.74 ,18.80 ,16.92 ,12.69 ,12.22 ,12.69 ,12.69 
017,BAI,Bailey,Bailey,7692,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.86 ,3.71 ,3.71 ,3.71 ,3.71 ,5.57 ,5.57 ,3.71 ,1.86 ,1.86 ,1.86 ,7.43 ,5.57 ,9.29 ,13.00 ,13.00 ,13.00 ,13.00 ,7.43 ,7.43 ,3.71 ,0.00 ,7.43 ,7.43 ,11.14 ,13.00 ,13.00 ,13.00 ,13.00 ,9.29 ,9.29 ,14.86 ,16.71 ,16.71 ,16.71 ,16.71 ,16.71 ,18.57 ,11.14 ,14.86 ,14.86 ,14.86 ,26.00 ,44.57 ,100.29 ,98.43 ,91.00 ,91.00 ,96.58 ,89.15 ,63.15 ,7.43 ,9.29 ,18.57 ,18.57 ,13.00 ,11.14 ,26.00,26.00 ,26.00 ,16.71 ,16.71 ,16.71 ,26.00 ,16.71 ,18.57 ,18.57 ,18.57 ,18.57 ,18.57 ,7.43 ,5.57 ,11.14 ,13.00 ,14.86 ,14.86 
019,BAN,Bandera,Bandera,21246,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.67 ,0.67 ,1.34 ,1.34 ,1.34 ,1.34 ,1.34 ,1.34 ,2.02 ,1.34 ,1.34 ,1.34 ,1.34 ,1.34 ,0.67 ,0.00 ,0.00 ,1.34 ,1.34 ,1.34 ,1.34 ,1.34 ,1.34 ,1.34 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.67 ,0.67 ,0.67 ,0.67 ,0.67 ,0.67 ,1.34 ,4.03 ,5.38 ,5.38 ,5.38 ,6.05 ,5.38 ,4.71 ,2.02 ,0.67 ,0.67 ,0.67 ,0.00 ,4.03,4.71 ,4.71 ,7.40 ,7.40 ,7.40 ,7.40 ,4.03 ,7.40 ,10.09 ,11.43 ,11.43 ,11.43 ,11.43 ,12.78 ,9.41 ,6.05 ,2.02 ,2.69 
021,BAS,Bastrop,Bastrop,86105,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.17 ,0.33 ,0.33 ,0.66 ,0.83 ,1.00 ,1.00 ,1.00 ,0.83 ,0.83 ,0.50 ,0.66 ,0.83 ,1.49 ,1.66 ,1.49 ,1.99 ,2.16 ,1.66 ,1.33 ,0.66 ,2.49 ,3.48 ,3.82 ,3.65 ,3.98 ,4.15 ,4.98 ,3.15 ,2.65 ,2.49 ,2.49 ,2.49 ,2.49 ,1.66 ,2.65 ,3.32 ,4.15 ,4.31 ,4.65 ,4.98 ,6.47 ,5.48 ,5.64 ,3.98 ,4.15 ,3.82 ,3.48 ,3.15 ,3.32 ,2.99 ,3.65 ,3.98 ,3.82 ,3.65 ,5.14 ,5.31 ,5.97 ,7.47 ,6.80 ,7.47 ,8.30 ,5.97 ,6.30 ,5.81 ,4.48 ,5.14 ,5.64 ,4.98 ,5.97 ,6.80 ,7.30 ,7.47 ,7.63 ,7.30 ,7.13 ,8.30 ,7.96 ,7.47 ,7.13 ,7.13 ,6.64 ,6.64 ,7.13 ,9.79 ,10.12 ,8.30 ,7.80 ,7.47 ,11.28 ,9.29 ,5.81 ,6.64 ,11.45 ,12.44 ,12.78 ,12.61 ,12.11 ,12.11,11.95 ,8.30 ,8.79 ,8.46 ,13.77 ,13.27 ,28.70 ,33.35 ,38.49 ,42.97 ,44.13 ,35.34 ,46.12 ,40.32 ,36.33 ,43.63 ,37.33 ,44.30 
023,BAY,Baylor,Baylor,3624,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,11.83 ,3.94 ,3.94 ,3.94 ,3.94 ,3.94 ,3.94 ,(7.88),0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.94 ,3.94 ,3.94 ,0.00 ,0.00 ,0.00 ,0.00 ,(3.94),(3.94),(3.94),0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
025,BEE,Bee,Bee,34445,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.41 ,0.41 ,0.41 ,0.83 ,0.83 ,0.83 ,1.24 ,0.83 ,0.83 ,1.66 ,1.24 ,1.24 ,1.24 ,0.83 ,0.83 ,1.24 ,0.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.41 ,0.41 ,0.41 ,0.41 ,0.41 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.41 ,0.83 ,0.83 ,0.83 ,1.24 ,1.24 ,1.24 ,0.83 ,0.41 ,0.41 ,0.41 ,0.00 ,0.00 ,0.41 ,0.83 ,0.83 ,3.73 ,5.39 ,5.39 ,5.39 ,5.81 ,6.22 ,6.64 ,5.39 ,3.73 ,3.73 ,3.73 ,3.32 ,2.49 ,2.07 ,0.83 ,1.24 ,2.07 ,2.07 ,1.66 ,1.66 ,2.49 ,2.49 ,3.73 ,2.90 ,4.15 ,4.15 ,4.56,5.39 ,6.64 ,6.64 ,10.78 ,16.17 ,18.66 ,21.15 ,34.84 ,32.35 ,31.52 ,31.93 ,25.30 ,25.30 ,31.11 ,17.00 ,22.81 ,34.42 ,30.69 
027,BEL,Bell,Bell,353629,,,,,,,,,,,,,,,0.12 ,0.08 ,0.08 ,0.61 ,0.69 ,0.73 ,0.73 ,1.01 ,1.01 ,1.01 ,0.81 ,1.05 ,1.09 ,1.25 ,0.93 ,1.21 ,1.21 ,1.29 ,1.09 ,1.13 ,1.33 ,1.62 ,1.74 ,1.74 ,1.58 ,1.58 ,1.66 ,1.62 ,1.41 ,1.01 ,1.01 ,1.13 ,1.41 ,1.54 ,1.49 ,1.58 ,1.58 ,1.58 ,1.54 ,1.41 ,1.45 ,1.13 ,1.13 ,1.17 ,1.17 ,1.49 ,1.21 ,0.97 ,1.17 ,1.09 ,1.05 ,1.05 ,0.53 ,0.85 ,0.97 ,0.97 ,1.13 ,1.13 ,1.13 ,1.49 ,1.45 ,1.82 ,2.10 ,2.02 ,2.02 ,2.02 ,1.54 ,2.50 ,2.14 ,2.06 ,2.34 ,2.59 ,3.23 ,3.76 ,3.31 ,3.55 ,3.51 ,3.64 ,3.39 ,2.75 ,3.31 ,3.88 ,4.32 ,5.74 ,6.42 ,7.39 ,7.39 ,7.19 ,6.67 ,7.76 ,7.88 ,8.60 ,7.80 ,7.80 ,9.05 ,10.22 ,11.59 ,12.44 ,12.52 ,12.36 ,12.36 ,12.60 ,15.76,15.55 ,16.28 ,15.96 ,15.96 ,15.96 ,17.73 ,16.93 ,18.50 ,20.68 ,22.62 ,22.62 ,22.62 ,24.93 ,26.74 ,25.41 ,23.23 ,22.50 ,22.50 
029,BEX,Bexar,Bexar,2093502,,,,,,,,,,,,,,,0.16 ,0.14 ,0.14 ,0.37 ,0.44 ,0.53 ,0.69 ,0.69 ,0.79 ,0.91 ,0.76 ,0.94 ,0.99 ,0.96 ,1.48 ,1.67 ,1.73 ,1.97 ,2.02 ,2.22 ,2.46 ,2.20 ,2.31 ,2.47 ,2.31 ,2.13 ,2.29 ,2.07 ,2.01 ,1.84 ,1.66 ,1.60 ,1.81 ,1.61 ,1.70 ,1.61 ,1.63 ,1.63 ,1.68 ,1.55 ,1.36 ,1.41 ,1.92 ,2.42 ,2.45 ,2.57 ,2.52 ,2.97 ,2.94 ,2.44 ,2.16 ,1.97 ,1.83 ,1.81 ,1.47 ,1.61 ,1.94 ,1.49 ,1.49 ,1.86 ,2.29 ,2.36 ,2.25 ,1.86 ,2.03 ,2.20 ,1.75 ,1.38 ,1.39 ,1.45 ,1.67 ,2.78 ,2.65 ,2.66 ,2.74 ,2.92 ,2.97 ,3.46 ,3.17 ,3.28 ,3.37 ,4.31 ,4.74 ,5.61 ,5.93 ,6.50 ,7.38 ,7.53 ,9.30 ,10.19 ,11.67 ,13.31 ,14.34 ,16.98 ,18.55 ,17.68 ,18.23 ,19.80 ,19.76 ,22.57 ,22.28 ,24.85 ,31.38,32.00 ,30.20 ,36.54 ,33.44 ,31.42 ,29.38 ,26.03 ,28.80 ,32.76 ,29.96 ,31.28 ,33.42 ,34.88 ,10.77 ,8.10 ,37.54 ,34.37 ,36.64 
031,BLA,Blanco,Blanco,11504,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,1.24 ,1.24 ,1.24 ,1.24 ,1.24 ,1.24 ,1.24 ,0.00 ,0.00 ,0.00 ,0.00 ,1.24 ,1.24 ,0.00 ,3.73 ,3.73 ,3.73 ,3.73 ,2.48 ,2.48 ,3.73 ,0.00 ,0.00 ,0.00 ,1.24 ,0.00 ,0.00 ,0.00 ,0.00 ,1.24 ,2.48 ,1.24 ,2.48 ,2.48 ,2.48 ,2.48 ,1.24 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.24 ,1.24 ,2.48 ,2.48 ,2.48 ,2.48 ,2.48 ,1.24 ,1.24 ,1.24 ,2.48 ,3.73 ,3.73 ,3.73 ,3.73 ,3.73 ,2.48 ,1.24 ,0.00 ,0.00 ,1.24 ,1.24 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,(1.24),0.00 ,2.48 ,3.73 ,3.73 ,3.73 ,13.66 ,16.14 ,18.63 ,17.39 ,14.90 ,14.90 ,14.90 ,6.21 ,3.73 ,0.00,2.48 ,6.21 ,6.21 ,6.21 ,4.97 ,4.97 ,27.32 ,26.08 ,22.35 ,22.35 ,22.35 ,22.35 ,22.35 ,9.93 ,21.11 ,23.59 ,23.59 ,29.80 
033,BOR,Borden,Borden,685,,,,,,,,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
